step,no_clipping,clip_0.1,clip_0.5,clip_1.0
60,8.96332749289699,9.38922135953559,9.742394909292416,10.84355015163673
61,9.029891246564802,9.367300718355224,10.494147833520342,10.295194753373883
62,8.732251282634326,9.145434810332858,9.779943988251128,10.9244102993764
63,8.683906148860594,9.32362349880649,9.93465714359109,10.8613548036937
64,9.265195636380373,9.301866647455356,10.090388307681012,10.801157153722787
65,9.407032910825228,9.080164120299061,9.722791555838812,11.097550416582777
66,8.957334004405057,9.058515781696741,9.376830744967075,10.998957940483105
67,9.258826042256048,9.03692149634621,9.724946432102326,10.838682264773281
68,9.045138973478126,9.215381129283113,10.139145149338333,10.859024489340598
69,8.722046961736195,8.993894545880089,9.706072638893966,10.667391930909854
70,9.002988889344598,8.972461611845915,9.530096938023588,11.206131504002501
71,9.33502096329733,9.151082193224688,10.03867265554411,10.204573186521717
72,8.841954302379735,9.085308817443948,9.638739856717077,10.665138039200032
73,9.301239536027508,9.10848336806897,9.56198283911657,10.6177231164966
74,8.025119307294332,9.053950652031938,9.736983949272375,10.817235528044884
75,9.036861933116572,9.066097005440085,9.900545362870043,10.295193254937336
76,8.795705459905074,8.844983166222296,10.146550473376985,10.000407826601387
77,8.659240976896273,8.823922045676754,9.872008332536863,10.545778723272697
78,8.755874813520835,8.80291351217139,9.949133228532707,10.558385044337804
79,8.11153073189698,8.981957434402792,9.426791687208619,10.896241510366991
80,8.621405964428565,8.961053681395414,9.248277852066959,10.043660423038256
81,8.773998597434632,8.94020212250073,9.552250713464957,10.746645921192345
82,9.0898413775366,8.919402627396428,9.54327145510344,11.08599210614511
83,8.470651352248883,8.698655066085598,9.165191837094698,10.238029435020428
84,8.363294378833913,8.877959308895907,9.413838346700855,9.939728285794276
85,8.435076050139163,8.857315226478814,9.563958760051715,10.180631485945417
86,8.840035037083892,8.836722689808735,9.530073860456021,10.282698772339337
87,8.643901382096184,8.816181570182245,9.55109001013339,10.42346762154001
88,8.366259918494674,8.595691739217282,9.464996196628498,10.052807156598329
89,8.659130297436295,8.575253068852335,9.203562476471502,10.672739641246949
90,8.514285452398182,8.554865431345647,9.179508218358496,9.847834930610105
91,8.755817712134785,8.734528699274417,8.952061217074249,9.636507512318062
92,8.234720096870134,8.514242745534007,9.789869627536675,10.466416357326203
93,8.32719884948845,8.694007443337135,9.272082352200346,9.428210682799476
94,8.28807605034771,8.673822666213104,9.178823429177639,10.025611264883013
95,7.946914425371132,8.653688288006983,8.945928176356109,10.998467030535334
96,8.455114693784909,8.618729489977296,9.70290647173209,10.035921266910663
97,8.424954057441193,8.413570225302971,8.859302813699081,9.679734675735796
98,8.32857941941142,8.393586290067056,9.031095542978727,9.975235219766379
99,8.237126068096714,8.573652252271442,9.263003479806002,9.953762413145247
100,7.863396608098925,8.55376798732833,9.29687250350874,9.993804378962793
101,8.142368531563527,8.422227515147734,9.382797957797152,10.120953448719646
102,8.14635062465278,8.314148279203028,9.574081477571893,9.587264625022652
103,7.989133082368347,8.29441258839753,9.20464518608653,10.382043932332838
104,8.16213014453586,8.274726175196376,8.714758203849229,9.92615331495458
105,8.312478900730067,8.455088916559419,8.933306470517742,10.047554586343388
106,8.737915270121716,8.235500689753728,9.081615161488578,9.618026579783576
107,8.205276650077808,8.372805318719147,9.468193636851083,10.169398608572568
108,8.21106006058536,8.396470842235901,8.527832794178096,9.683438209398318
109,8.092400517022202,8.177028977587094,9.286980672494828,9.820946904150523
110,7.520089867659971,8.313048799329003,8.959267666338578,9.434933655543487
111,8.068801483394978,8.338290758950338,9.135780371201564,9.393027287315054
112,8.075906477539563,8.222743959420574,8.833022741022203,9.87586648940457
113,8.777939053338795,8.299745747985073,8.590133272514631,9.513677654449634
114,7.962434253759489,8.080545394057703,9.047418631333608,9.368024125581277
115,8.091829870409901,8.261392981064015,8.997831542612486,9.408683798643672
116,7.972222144874079,8.090447868082427,9.072516333086135,9.78884873245801
117,7.613349039072958,8.223231499365994,8.756356304781109,9.368031582069499
118,8.2881627190136,8.204222192152276,8.55990085512905,9.499082570110263
119,8.152305742013857,7.98526034885198,8.251762316921454,9.516579323735519
120,8.145491790930093,8.135044768691325,8.944812407940718,8.914613982377524
121,7.616868646151021,7.947478580241231,8.805820215581583,9.026283937495275
122,8.292072037197109,8.128658418794604,8.36862232844872,9.546363859473802
123,7.432273356640322,8.099332788784725,8.47653944103682,9.202285602227798
124,8.010526690382974,8.091158953487751,8.477888874881751,9.718380948075595
125,8.473292977209411,8.072479415255748,8.152876588818335,9.669429678634865
126,7.500727845151362,8.053846517544379,8.332372897978086,9.573217091135312
127,7.609777488862284,7.979686969837461,8.217484381475522,9.881531705485518
128,7.7913857802632025,7.816720178151648,8.41389570424422,9.288861646561337
129,8.443035871473894,7.7982265044305406,8.296086000377205,9.48669575945414
130,7.2600745071008825,7.979779007149137,8.009699413802771,9.095007950726059
131,7.727801805197218,7.961377571010518,8.977956204030951,9.984390469167106
132,7.37054622020143,7.771588950112031,8.833923287059957,9.82217489691392
133,7.813364417830411,7.8385132465886365,8.204709531047847,9.209108156723165
134,7.377553593255458,7.706448480796111,8.500445368874244,9.300032905202277
135,8.100500068570286,7.888230142006325,8.524311248717916,9.570412976287471
136,7.3827272399252255,7.870057292178618,8.73679930682075,9.097102021707084
137,7.5033127389938095,7.851929817732622,8.11434280524304,8.922930211386703
138,7.826258699888901,7.63384760537156,8.668055923340528,9.360841166915664
139,7.195260844365447,7.6158105420815465,8.156600561963117,9.10095594097986
140,7.615118877568373,7.767252291888549,7.900810265655265,9.111155411518139
141,7.92142852439191,7.779871412069325,8.49945523571225,8.784861434808228
142,7.029489461717356,7.597268829463149,8.650135402531026,8.49877967399385
143,7.549617146986983,7.544111529215837,8.743649688370022,9.06391511027648
144,7.554728098984837,7.726298525924516,7.864522007254278,9.243604525300633
145,9.496504284240014,7.708529999522148,8.414953355989299,8.88346973942089
146,7.070881295516364,7.490805838955385,8.063222786519708,9.361288666403405
147,7.028496284161151,7.673125933448162,8.402104208052288,8.698385024079057
148,7.563925776058616,7.655490172501017,7.7069307716415265,8.57240063115848
149,7.479191917548764,7.578187395064723,7.7502752344271215,8.84794672653573
150,7.448040643013486,7.544230002380727,7.87741961975075,8.822693572886278
151,7.459666478692025,7.60284665615979,8.114994431127652,9.057869038412084
152,7.134606675650011,7.38538637396603,7.880151121374407,8.573848063329073
153,7.391215018912823,7.4769791317090375,8.251409103915,9.196274962761896
154,7.392428104035481,7.3505964892867945,8.34302538372784,9.355482723207528
155,7.073210917106233,7.533266669364426,8.196141239139164,8.73327640292647
156,7.830301098325074,7.315980119881281,8.483261911378072,9.099595620033272
157,7.395813339799381,7.498736732796361,8.103777798715033,8.387447035043435
158,6.8794093433278825,7.282500372148515,7.595411418635495,9.006726933340985
159,7.416945509066038,7.3008789204260545,8.35099032318498,8.978158234338906
160,6.910795959288198,7.247264469563522,7.7419736357102344,8.902871736484636
161,7.42258877038433,7.243780994870203,8.178235278093425,8.619087140452825
162,7.517346782286966,7.413163470756439,8.358865184409751,7.717447047929084
163,6.90690981847477,7.19617680425989,8.005432368597432,8.391219273680703
164,7.42551534013649,7.379232551390458,7.401305107550119,8.376028196330452
165,7.24376624498929,7.362330606246507,7.556461513646238,8.250441878871865
166,7.350020855048176,7.145470863190826,8.210566427820353,8.560756269823914
167,7.655952813276542,7.1286532168499654,7.744869604635549,8.37860886852006
168,6.9968517633497065,7.311877562113579,7.8013870784482755,8.237178234851175
169,6.827941693961159,7.095143794133774,7.98711612244433,8.14723500744774
170,6.770843522410816,7.078451808324443,7.950364495052418,8.230583525912598
171,6.776630934471761,7.26180150036062,7.80715136567317,8.76209858750865
172,6.9819604344089345,7.245192766177829,7.642999530590344,8.207801620291551
173,7.091194123789528,7.028625501971426,7.593932850759281,8.23213662568346
174,7.055653910579352,7.177087096817339,7.927280985445784,8.230166720429441
175,7.204640238989727,6.9956149695645,7.818204650027151,8.44948037127753
176,6.944264778394786,7.179171495048043,7.55721063172922,8.465311899556255
177,7.360343632828385,7.162769077874813,7.941345444547251,7.39574312984448
178,6.8288457103518,7.14640761552965,7.560356801816571,8.596381876536107
179,7.708292912480185,7.130087005753365,7.325967726453312,8.701601005277086
180,7.063981720547235,7.113807146542087,7.336218458168504,7.93648185825278
181,6.603213454787515,6.997473834363116,7.252774542990711,7.94074339263443
182,6.523211930063948,6.881369273071928,7.447204642449404,8.078299599045256
183,6.973380014843768,7.065211056076229,7.881619402798752,7.967564742487994
184,6.745797619471504,7.049093184170644,7.252591546267033,8.242581808267094
185,7.011274223343728,6.833015556618423,7.5333242109331415,7.572531304231661
186,6.923322339268472,6.8169780729343366,7.262479353397826,7.802242979864666
187,6.7438186133441755,7.000980632884062,7.3641413034739305,8.580559904621957
188,6.495984567406486,6.868851681781827,6.972012587514133,7.821561229188004
189,6.279962973769132,6.76910548399839,7.3416973865454205,8.454329052840746
190,6.584896079030095,6.953227575943205,7.332624007173733,8.169222136257282
191,6.960242494258825,6.9373893130810185,7.535741524768671,7.501207112777662
192,6.75206204130047,6.88043003412981,7.423601583844161,8.215999460238551
193,6.2986620205295685,6.705831327226028,6.980104382071867,7.97156019431394
194,6.708926245398207,6.690111406995709,7.6479286376202,7.8517262442965
195,6.757193976156029,6.85182353184848,7.368849550527716,8.043405642636454
196,6.3611067109838215,6.858789220681045,7.348408391181825,8.093906775883031
197,6.657084942404182,6.843186758832934,7.269309445667035,8.145438439337013
198,6.613171688496893,6.726902102146698,7.099952746092736,8.268326741820111
199,6.237597744158026,6.612098610177357,7.303878418782552,8.019027374042162
200,6.672642805230819,6.596612729068861,7.364513787617542,7.465677689915691
201,6.718397626841903,6.781165514310062,6.705178495824577,7.718101085422362
202,6.859971127222988,6.765756869355813,7.0269330784936175,8.724981405705073
203,6.83612757433796,6.550386697902039,7.095501563479162,8.041331668587505
204,6.091654977735532,6.735054903885112,7.23230254864321,8.51673313599064
205,6.208614636536518,6.719761391481275,7.4969516651402985,8.20658480287302
206,6.629516526344973,6.704506065106022,6.890984296421578,7.8425477568855735
207,6.614222872933972,6.489288829413517,6.956707242380989,7.842526626126707
208,6.5997197855937575,6.474109589295983,6.935965794478173,7.723272563679278
209,7.5861804764935945,6.514277456952933,6.832938855195534,7.1950918504026635
210,6.586820796876101,6.643864716541514,6.952953059501287,7.704078548142248
211,6.741452922322832,6.628798894874025,7.272102219291909,8.044142242085043
212,6.672250225831513,6.613770690719222,6.708504017852603,7.483367637693901
213,6.566770326519956,6.425975627107172,7.13683256478691,7.769209441072403
214,6.262112128055834,6.3838267594768965,6.492362191592732,7.883508795505484
215,6.569760222265338,6.568910845239705,6.8078750027964325,7.337579215547086
216,6.095634959378625,6.354032174214695,6.861383986048491,7.457588169184777
217,6.241886431125176,6.539190653410122,7.444225214461897,7.270144968633466
218,6.152808769049733,6.3390707951844805,6.845818925312504,7.311451718071334
219,6.30850213559598,6.509618691655684,6.412333883158092,7.15444628744018
220,6.963895673806919,6.494888065880963,6.396447914185353,7.253263186152432
221,5.694912815434056,6.339095573843075,6.8908104864367425,7.931947552093248
222,6.446600669076714,6.265537064203648,7.04892612989777,7.214224025630144
223,5.742573968895257,6.250916504857195,6.9616643605655435,7.50960424202079
224,6.070511078751318,6.436332451257911,6.883570734077261,7.303648140084491
225,6.52451342639944,6.34493176112073,7.166288951291854,7.791053677882158
226,6.202885473304044,6.207273496926914,6.640084248111807,7.813670450071571
227,5.84608677699046,6.243108991481348,7.054824398214225,7.662513247084785
228,5.940663274217381,6.301932583651023,6.2811753601869835,7.478145630325272
229,6.345013233660219,6.163956587159412,6.483762949996378,7.300042829723509
230,5.907938698554416,6.349589661830948,6.239753556876513,6.994896014426094
231,6.177936213106507,6.135258608956554,6.64184490965417,7.918657027814957
232,6.112655217625164,6.120963338967101,6.69500366703952,7.0908784934590585
233,5.889523584460517,6.106703762517108,6.727734505284444,7.501098330600566
234,6.7142418449193375,6.092479790484175,6.696729485800054,7.603140013533106
235,6.247324073331117,6.078291333968428,6.384597204055767,7.101993890891257
236,5.4357300713477885,6.064138304291973,6.590527878755614,7.563331175008873
237,6.085368267958595,6.250020612998322,6.1831411702988195,7.464582329234976
238,5.8170897192477815,6.035938171851864,7.026156917085803,7.737139941028486
239,6.257583816946017,6.175215924717702,6.510951376288465,7.0614206398805655
240,5.7503601394104535,6.207878688159069,6.440262161321184,6.799980427944402
241,5.93999227367843,6.133221026105625,7.0485366252635755,7.017648920708846
242,6.112240450091231,6.056726113507238,6.184144732972035,7.215549182436812
243,6.206836014596166,5.966051645472033,6.204144267770053,7.153995165739673
244,5.573419768628265,6.152178864559898,6.197993462358928,7.002179060011632
245,5.819591513839587,6.138340722283709,6.491574658541214,6.531171023817072
246,5.76392535974488,5.92453713215503,6.626539337293762,7.228835642550531
247,5.696911041895902,5.9107680079013765,6.704103433270168,7.663195117726279
248,6.968168398570303,5.913090160752579,6.967388813541421,7.1946086225729955
249,5.987507075058621,5.883332813005741,5.952613817947368,7.221955729840454
250,5.474349098889389,6.069666570893701,6.620496390446219,7.194870734074414
251,6.11460804658261,5.856034451715501,6.256035236941126,7.126213355924132
252,6.462564869172762,6.042436370270352,6.232585266409238,7.270601402143194
253,6.1223594228420115,6.0288722415702,6.20795019066817,7.0937559179677
254,5.343543893389482,5.979114190028865,6.106659470250863,6.865422708914839
255,5.640852820800098,6.001845503513173,6.864735346925971,6.704550978189342
256,6.152997585186473,5.988382725239095,6.602905862577706,6.8528169919323805
257,5.547457554309032,5.774953561874559,6.342693026961346,7.005948921728799
258,5.879771249509798,5.761557929487248,6.726592688918622,6.8011256169422225
259,5.965915455591953,5.87163866324531,5.853119073929806,6.974531892415212
260,5.442378626136735,5.934866922962363,5.893292004971899,6.996294361242318
261,5.689565316716671,5.8632895016019395,5.778165215888732,7.0988613376233065
262,4.72204042384976,5.708309038387892,6.054038326420544,7.218143241696271
263,5.374134500951287,5.695079809218607,6.2981054306981585,6.841143177565547
264,5.592742899499044,5.759691752737018,6.266222252788392,6.409883044356092
265,5.281273245118186,5.746020682404044,6.26597159299637,6.683198610603411
266,6.1324586682458095,5.855589982607645,5.783691755453127,6.7845011027015625
267,5.200852083149033,5.642492386467967,6.433830368975152,6.205142768991539
268,5.48507243185633,5.829427493422733,6.2506826111236675,7.157102289469254
269,5.643531214182225,5.816395221816326,6.384656229535838,6.767884222948817
270,6.023946192795327,5.803395490197001,5.650720626683041,6.824282897664675
271,5.148092548093616,5.590428217316397,6.23018357043153,7.104279370894816
272,5.915119049302383,5.777493322129013,5.766457344046227,6.4903610593443695
273,5.556590235748734,5.7645907237917156,5.989675373421736,6.8364369601966395
274,5.24644970043387,5.710364861129207,6.255301994913997,6.616123517967325
275,5.6669468219883905,5.609228534931805,6.108475439557124,6.578752875546515
276,5.575478599332596,5.726075904473767,5.811874765792815,6.387255112451353
277,5.3231718869847064,5.513301689134992,6.055442592000905,7.103565304264771
278,5.5116851053483655,5.700559369448387,5.580358333263403,6.47624336379896
279,5.3626891226810915,5.6257022368730025,6.371191740683072,6.783779116156254
280,5.49990824148947,5.508427629638898,5.9508531358566295,5.996521429255333
281,5.652093113042537,5.662522988899947,6.334364285031444,6.8981412517304035
282,5.9168907874050225,5.449907457412646,5.827234810688746,6.8449662378608185
283,5.057403806590531,5.437323425363358,5.8145505053404705,6.5437283805754936
284,6.056351987006531,5.6247708141018435,5.728830136079262,6.431647629690204
285,4.8185398809023114,5.412249545174244,6.207435022342891,6.604999466594943
286,5.34638558945264,5.399759540322583,5.718283882561105,7.156942539820066
287,5.556201751635854,5.443193094455036,6.111055878384082,5.926676897957531
288,5.451820119920226,5.574873010791711,5.789539096258902,6.6756352877918985
289,5.168559095594616,5.524817082777604,5.390905846694874,6.152957551202782
290,5.280809014446442,5.350110603344698,5.706476038173047,6.405919308574429
291,5.183252417470131,5.337775751825137,5.510535503345705,6.323019201717737
292,5.142280473818761,5.325471698920065,5.861169708096929,6.254412403743102
293,5.561937852370144,5.3900320541622,5.480640624887873,6.365329129200784
294,5.402159235538455,5.500955681543919,6.102352578938221,6.0138141641153915
295,5.0752090467626445,5.488743563847657,5.784067359769017,6.648452441247398
296,5.541019117840319,5.2765619383145514,5.744974272303757,5.787123932892833
297,5.351416060978081,5.4644107288093995,5.9819164665228834,6.47300079950662
298,5.491201635050812,5.428060513186093,6.061249379561795,6.198850843518578
299,5.424378117569433,5.440199254292197,5.75300878596069,5.931309889848584
300,4.974967024133526,5.4281388379583495,5.5146719902863754,6.329113644071785
301,5.043816800693776,5.416108535007924,5.233058224028154,5.7871600092914965
302,5.424294228842358,5.404108270251487,5.514301834925364,6.252041523282345
303,5.371481637166653,5.392137968687345,5.522043939295886,5.799181596700469
304,5.170393791909848,5.3801975555010735,5.726447933006691,6.35037874941426
305,5.200185426821118,5.238912382132183,5.5779418686699245,5.920677454105068
306,5.536638778479662,5.356406095937997,5.8750531323328765,6.048708966582968
307,4.964249074392869,5.344554900864491,5.471997558766774,6.258249405635291
308,5.294259897463292,5.332733296774526,5.6260314013676265,5.924394186182067
309,5.057912017782617,5.120941209783041,5.985623027823131,6.124894576314851
310,5.041733449021492,5.109178566189451,5.720289155175114,5.674296221614133
311,5.425167656063999,5.285259937119754,5.587076798008058,6.303904201640257
312,5.331685017748644,5.229397674643752,5.411882791776907,6.630346277327913
313,5.316667166827451,5.074066561547805,5.389906284615493,6.924799791605699
314,5.452840660002691,5.204715768097138,5.312132743756447,6.100786865427602
315,5.056109419671563,5.25080443252537,5.392487034165039,6.296231162857238
316,5.243033844212047,5.239216911880029,5.768992499729209,5.5119498415160235
317,4.934035976801823,5.027658323855458,5.463261122770166,6.4833595024275095
318,5.113062254972455,5.082675948067558,5.1124616633341455,6.251843370488339
319,4.965494002203562,5.0046276568841455,6.004990610365255,5.860264268731271
320,5.0223884306700315,4.9931554339956605,5.588608162632986,6.363101809493362
321,5.160617554536522,4.981711855843558,5.058194471442042,5.902141713292935
322,4.725413060623523,4.970296850905436,5.335412513980674,5.8276475638079095
323,5.5874322099972815,4.958910347837477,5.488953544869334,6.0942597103782195
324,4.6467754477795005,5.009255871018541,5.943438728452352,5.6192904447261975
325,4.573216516974479,4.936222562827015,5.098786673414217,6.231455150292943
326,5.273826535663532,4.924921139085782,5.711844816781647,5.59487498475816
327,5.152839919577473,5.113647933616364,5.8267211506191545,5.583392896719355
328,5.09155249017564,5.102402875961193,5.206151908043622,5.612272917549491
329,5.08182315850342,4.891185895838619,5.29939737063848,6.0998334181238
330,4.878675892795418,4.985642638064662,5.059692142902311,5.673787301123479
331,4.6022314218303935,4.868835887941666,5.297510164279665,5.44129054462122
332,4.883234230673474,5.0577027204796625,5.335565157234012,5.650887435877687
333,4.646456732795524,5.0465973511741415,5.532460770298785,5.8099135842948435
334,5.131280734355234,4.982527829090465,5.649674337069034,5.452202032096575
335,4.783794285129231,5.024469729571469,5.086273830151366,5.447989466785543
336,4.5694560752530435,4.966033372656791,4.798815757719877,6.413915181378832
337,4.709910198427591,4.802452469941959,5.2805851122329655,5.50942151996402
338,4.919453018390079,4.79148505374954,5.363192199308724,5.6577755878969676
339,4.615730694798973,4.920123411884557,5.338158173009695,5.631646572528413
340,4.527483200817338,4.769632305877013,5.153562277183282,5.602572141053588
341,4.836583455229102,4.793150854386648,5.2772506508588615,5.902576772128564
342,4.826321882155358,4.820468681786462,5.68274854441069,5.987841178128904
343,4.590130157465902,4.812793822919148,5.330954671773719,5.598869402633212
344,4.590309331491992,4.841930786790283,5.092772377994312,5.307001501835281
345,4.790669965128946,4.715476083600088,5.043101137185022,6.047598049060657
346,4.276090223824014,4.704725836798676,5.130611371597214,5.6240163041688485
347,4.2777632520475475,4.694002432047724,5.661024611345757,6.1590994056897665
348,4.473982226100659,4.883305802325918,5.10347682886617,4.95374282170212
349,4.615020639564177,4.6726358807792865,5.141021960229293,5.673486708478274
350,4.761892466464485,4.861992600720785,4.990788145182702,6.177926136304963
351,5.100818527467101,4.8513758956298805,5.45372783585305,5.4838747542272355
352,4.905127003776419,4.650131523057343,5.612612028497395,5.509746913178586
353,4.589490936205846,4.630221945098772,5.236403659543778,5.653620501710951
354,4.62143687041969,4.619684567446307,5.114687777205174,5.384931333683109
355,4.316077955644042,4.689918251949447,5.089555291491195,5.446582538426641
356,4.601003586725738,4.598688678073924,4.5672132802758005,5.4265245047707245
357,4.5097063643333986,4.588230035129629,5.27947961089583,5.327338526883416
358,4.6828915545099115,4.777797506136654,5.084933509848087,5.871948148750349
359,4.327704271730048,4.767391025891659,5.161963525473538,5.629371675443824
360,4.721500551678343,4.557010529354112,4.8088275989214795,5.55402438651818
361,5.015366724533979,4.54665595164587,4.895762492003399,5.709225362826881
362,4.512790806493131,4.538222032767861,4.876653255182256,5.375195871275186
363,4.65583145193784,4.56198726020919,5.2953366240608855,5.2101203768639195
364,4.732285437849693,4.715747085143086,4.864138513389068,5.249503397019264
365,4.3948255615759155,4.5054955372045,5.466710873455834,5.418764956101382
366,4.572394005451312,4.695269586126351,5.084941612703518,5.088436000577954
367,4.4989435712114165,4.685069167996415,4.561977638075847,5.244120716196251
368,4.514493240409791,4.674894219062044,4.895145563954069,5.227393500452739
369,4.2433369430098065,4.550318123530544,4.727261329336167,6.007654722748439
370,4.472667243027612,4.499675333248939,4.411845609824923,4.526232546919739
371,4.604812773933646,4.444521552291212,5.38079589725015,5.292610027450324
372,4.880880186054523,4.634447845790331,5.101033576753613,5.852352662303644
373,4.7234668283173145,4.424399292101588,5.039216333910722,5.35937603582984
374,5.07181339256865,4.527942641121482,4.918065618936613,5.537055628404548
375,4.185851997901575,4.519736762667676,4.443056622837058,5.329215414651518
376,4.667974544601415,4.394403920656916,4.701821047077101,5.087334009937309
377,4.451527456376363,4.384455351747955,5.088711572555548,4.603255045233155
378,5.043736588982832,4.5714239742831815,4.5101092709845325,5.325791556931927
379,4.1346013702594915,4.446331481426743,4.314799941452641,5.019827045658526
380,4.115493681890779,4.554758439235912,4.736019455665237,5.000791659604423
381,4.177935990917336,4.344908860241555,4.751001896797336,5.079608364666918
382,3.7109527282368444,4.535083874440382,4.823602615007179,5.741204156622791
383,4.18078665077636,4.3252834204262,4.990920066063008,5.9276670514128975
384,4.101189061285011,4.515507436946143,4.953103489395596,5.259877012959865
385,4.364486628982351,4.30575586290028,4.828936283916615,5.043812024473868
386,4.41235879012652,4.496028637341239,5.099474613558723,4.818630471636683
387,4.863170564974407,4.486325699473834,4.274660310286611,5.30094522431539
388,4.575957532489803,4.276646988654668,4.871287963480604,5.683868137260328
389,4.108294044861835,4.466992444391767,4.897463164717695,5.06343605376512
390,4.002399134227062,4.4573620063442005,4.327247203370655,4.412609430531916
391,4.410081255688909,4.247755614321696,4.237894872055937,5.3160215066290055
392,3.8570410264078028,4.438173208284275,4.454639449422714,5.399353099651809
393,4.793177559503234,4.228614728341867,4.469651489967033,4.6167342235805595
394,4.588224305582995,4.219080114753941,4.883857335354,5.134215978338816
395,4.084315253318718,4.409569307929131,4.463213108737814,5.205449343580985
396,3.7018265514931943,4.200082248424867,4.380439045758142,5.036988101661867
397,4.612650807295692,4.19061887694699,4.443647883542308,4.810555638329675
398,4.162872491864804,4.221797815653996,4.952547590230912,5.341462501597774
399,4.5593477971544685,4.371762961633679,4.610716206231759,4.904589560484312
400,3.7004661140761135,4.162370299948712,4.542898545278792,4.568997445247328
401,3.989796405457333,4.153001090590335,4.553568153967497,4.388688349111254
402,4.1620194579556085,4.343655275000956,4.964109083142126,5.370790473647977
403,4.165400839667855,4.334332794769201,4.341685809711304,5.1665671867874545
404,4.00717015427146,4.194004224342453,4.951061262568788,4.997019818997031
405,4.319950673294362,4.115757607461915,4.6095541526255746,4.827632441252893
