step,GRU,LSTM,CNN-Transformer
257,8.879338588484805,9.107597117530858,9.402718485421827
258,8.932956661317561,9.092887088778348,9.368783017920869
259,8.945542998417684,9.13598871177064,9.304302405842375
260,8.856512354706148,9.146303442072947,9.273244515809923
261,8.895932168735557,9.234938875192045,9.376845703199947
262,8.732896602515938,9.207902894889985,9.332139536172502
263,8.839794094173458,9.136673683303448,9.089050220821646
264,8.874440548144701,9.232372944043691,9.192377375529087
265,8.820737247857586,9.199940004257211,9.30806036205954
266,8.960806394175522,9.121232913015774,9.142535471400299
267,8.803740151900518,9.155611855953042,9.218333694253282
268,8.849308357095156,9.157614059159835,9.238965438265796
269,8.873912938753453,9.22747465877303,9.27942668052737
270,8.935506869645616,9.144915494749842,9.282051910992482
271,8.78771935879734,9.147400617092057,9.287197615846589
272,8.913741880006222,9.388293024509489,9.381784752088175
273,8.852168535387579,9.290515947676884,9.30012449026613
274,8.798656602636587,9.125754097147233,9.29630089588119
275,8.866914323687585,9.264323936609024,9.225010354597607
276,8.849841210490858,9.224621620766955,9.420905738931731
277,8.805958417564108,9.257636749460282,9.291390402247044
278,8.835542360373765,9.238046104959992,9.264435260549092
279,8.8088715289965,9.349238928420432,9.374864767004285
280,8.829899985851815,9.270928715528983,9.303011380073194
281,8.85341951812104,9.236376077553528,9.328965871048556
282,8.895704646086278,9.35314539330128,9.39851743526279
283,8.750605805322682,9.278716173407284,9.358640487967559
284,8.91524297710604,9.274113581968422,9.576723045488139
285,8.70708359865417,9.300059488949794,9.39295665952136
286,8.793197365307622,9.266097964467543,9.455628781457373
287,8.82630306200943,9.283289977100834,9.258231754001851
288,8.807039325919597,9.230709599565362,9.352184270745514
289,8.757959235636932,9.221374042165145,9.341651954248482
290,8.774794525478809,9.203841871644878,9.35991996100034
291,8.756658963932638,9.171801645117577,9.477271584732817
292,8.747951090814576,9.230418658194846,9.534721314041208
293,8.816011695863914,9.308439872406137,9.487379873366448
294,8.787496571045128,9.343736646248837,9.449693318118968
295,8.731116465129347,9.313932011270118,9.425450407345032
296,8.806860028250071,9.113202870993243,9.573175485815185
297,8.77336504057832,9.514014456546983,9.658027685674565
298,8.794765140032572,9.473053729253019,9.51143874477525
299,8.78172738427349,9.416895113874915,9.584153888164643
300,8.704922037279417,9.571041318155864,9.544904736027032
301,8.71449051805687,9.290584842536393,9.586361646802013
302,8.775993968189011,9.585164799495521,9.441295688041254
303,8.765279453728017,9.308010070385766,9.503994861363736
304,8.729849446971905,9.43657872715107,9.58331391839701
305,8.732896414772991,9.293535015350532,9.657346594819082
306,8.787050741091965,9.43063840194686,9.503603968947122
307,8.689728308347659,9.47606837804071,9.415130656500518
308,8.74280305816162,9.43029396933327,9.546701848331425
309,8.701481796657175,9.525486595041464,9.676166450637455
310,8.69685253719116,9.472356743539978,9.47745793701851
311,8.758822534959721,9.418586891038942,9.518846201077595
312,8.741303530788567,9.422532725615401,9.634316115708296
313,8.736859141126219,9.56869976226538,9.621416399068607
314,8.757610469716882,9.430633146122734,9.687107524770546
315,8.689541514557956,9.59594724729067,9.55010880940653
316,8.718745686281084,9.635074367996106,9.631262044036562
317,8.665293336288734,9.354320679918928,9.761721184060072
318,8.693175548346606,9.642862225876362,9.579509320226746
319,8.666622553849425,9.743974030660178,9.8019133159491
320,8.674143898945538,9.571474978545439,9.607166957839866
321,8.695218263419406,9.61450255350028,9.769287518303866
322,8.620717605802685,9.666586923208522,9.680249709954555
323,8.762418146972633,9.543599181539339,9.627211895303267
324,8.603669971787113,9.59760127990406,9.68773561949235
325,8.589435381389196,9.456140041081596,9.779725757669654
326,8.704226239406315,9.609567210827086,9.744183959810492
327,8.682081625712401,9.653611701549467,9.842763769186194
328,8.669884187774468,9.663462799781152,9.876648559506153
329,8.66627708796227,9.726380308574692,9.675595382989508
330,8.630430998148897,9.550290463943135,9.678126293021004
331,8.582366050270013,9.582380545435306,9.682572004927273
332,8.627206335614282,9.832996400762504,9.723281407050955
333,8.58574726684335,9.636147417909822,9.891745988380343
334,8.664552488705581,9.678844633491172,9.856355925098992
335,8.60463668652449,9.659723956135778,9.775965611617362
336,8.566909652322304,9.591759615940996,9.826639491321671
337,8.588312078687778,9.843698749664782,9.94774741184602
338,8.621226703188091,9.635905601996782,9.99583089698146
339,8.568594562683064,9.583185318193756,9.871636045811302
340,8.551872329589132,9.65798264783903,9.645742752274085
341,8.601372167232116,9.509930061025422,9.889769343064488
342,8.597642489800016,9.651913623473147,9.948165077477631
343,8.556255253411662,9.627065525534919,9.898648970588638
344,8.554260643235583,9.792348196043104,9.945983669306298
345,8.585627096173843,9.669878458238113,9.923499397865216
346,8.497834316526744,9.83249914089905,9.803118542514044
347,8.496081171738103,9.889947088260422,9.837828185712985
348,8.526749867863261,9.834474048789588,9.889750054476128
349,8.5482193304773,9.740950254051459,10.0
350,8.570658565202768,9.782604749029954,9.867222573893745
351,8.625104385408653,9.621867628827024,9.971295476351985
352,8.590444831193768,9.766726627101695,9.9653142575818
353,8.535792085898487,9.699661841811116,10.0
354,8.539067250311811,9.860599253394609,9.949660804457897
355,8.486122525789895,10.0,9.818389560886551
356,8.531556154599294,9.851638799495282,10.0
357,8.514283579950526,9.607566239133062,10.0
358,8.541089022590224,9.77542970580444,10.0
359,8.479830011310804,9.82852055273527,9.917372818567278
360,8.543399228413506,9.829569674450601,9.898849690161688
361,8.59031107192262,9.752156362808732,9.914028740117587
362,8.504480220839262,9.854009463379281,10.0
363,8.526249793836264,9.709309352502979,9.97331609809606
364,8.536919263327173,9.742981972755983,9.950861373518247
365,8.478600771760682,9.905798074474653,9.995400521641248
366,8.506118025724339,9.743227370861469,9.986755415775281
367,8.491796501680144,9.902018086394772,10.0
368,8.492306039367488,9.714479627310913,9.938496376923785
369,8.445028969901863,10.0,10.0
370,8.481164063382078,9.779927055665407,10.0
371,8.501099434790575,9.837682703828248,10.0
372,8.545019535227146,9.895624546524585,10.0
373,8.516690598866374,9.80835898538765,10.0
374,8.572652750344213,9.881380665530688,10.0
375,8.422894685479202,9.92653566083938,10.0
376,8.501148396930159,9.966833636859425,10.0
377,8.462971631234696,9.951505439800851,9.912141236887315
378,8.559568706913486,9.85656781647994,10.0
379,8.405939537809349,9.860287438947925,10.0
380,8.400646113381223,10.0,9.956626186925943
381,8.408942187289306,9.971764385022436,9.885545041153062
382,8.328998507145254,9.78521421104089,9.865817209467055
383,8.405188874874307,9.887821059408736,10.0
384,8.389805183347455,9.84453735315796,10.0
385,8.431568553156241,9.86455069354619,10.0
386,8.437425566040831,9.754969424011335,10.0
387,8.510437067716792,9.836363238218112,10.0
388,8.460442330326496,10.0,10.0
389,8.380370421525589,9.934139933532682,10.0
390,8.360591188936748,9.626155531872156,10.0
391,8.426406050652966,9.995783689167059,9.927034164604802
392,8.332098451752646,9.981714081564904,9.986372620758878
393,8.48598491995,9.835262414414286,10.0
394,8.449687705849986,9.941157125082709,9.994983311229548
395,8.363562483044287,9.781530749838165,10.0
396,8.297671951785935,9.818285217899902,10.0
397,8.447331555371914,10.0,10.0
398,8.3702220477337,9.833219653527099,10.0
399,8.43415280291499,9.67066192792935,10.0
400,8.288855394762118,9.848348801033557,9.994795304355058
401,8.334924659083901,9.843666448153407,10.0
402,8.361474068970642,9.968011064975276,10.0
403,8.359881227729126,9.846060227716949,9.986970857517749
404,8.331351077906168,9.79872496770819,9.942422729227687
405,8.381320840000372,9.941450519945663,9.931352208716179
406,8.293123151361359,9.844891663746656,10.0
407,8.335712864652999,9.75348514878986,9.93426679271213
408,8.34517612227123,9.939470080879449,10.0
409,8.361214618960515,9.838628707382744,10.0
410,8.367406591607176,9.81465787500783,10.0
411,8.27192874651249,9.82707072504999,9.973272368948164
412,8.247791978009504,9.696940910606722,9.90113482907075
413,8.384720194207576,9.745784955047029,9.8825988170302
414,8.333792550487118,9.793267443756143,9.909526987055758
415,8.27609484913005,9.767619547375679,10.0
416,8.387420929183579,9.908325060112736,10.0
417,8.311993044037537,9.796640445123657,10.0
418,8.361521979993894,9.854031056085123,9.840532563404649
419,8.302282678968336,9.762946072815195,9.953516659628606
420,8.398295609975783,9.860928302418753,9.865214507572748
421,8.379378538502287,9.788174232303618,9.972995876910208
422,8.275518394507532,9.74271670483153,9.972615106446765
423,8.332902077022252,9.732832922734898,9.833758816440113
424,8.312951075577757,9.63133956532658,9.998054367959957
425,8.345474424769689,9.769935128325377,10.0
426,8.22515906191939,9.707523519114828,9.973073708718095
427,8.304072014354988,9.653487980451887,9.885860453305918
428,8.319056689546613,9.806321787740595,9.86600909725975
429,8.17456633126595,9.562490257087964,9.86690102685793
430,8.199710035962653,9.636948959393813,9.814911269766323
431,8.153282823435053,9.773510238550962,9.887958791633745
432,8.23814737513909,9.693686341959964,9.76854275486131
433,8.283869927093843,9.648602510389505,9.700155437369805
434,8.319487576349815,9.669604642011159,9.860472422241227
435,8.244453183299441,9.653426032145976,9.8360404031603
436,8.3185597522776,9.474666098331166,9.77995303735907
437,8.16450624209116,9.582124333721488,9.714206221018882
438,8.144726341414882,9.769294361011898,9.831050289142217
439,8.223504034292445,9.532178082621328,9.719582207299124
440,8.241872454109272,9.556628495035447,9.77848590551951
441,8.217424012349964,9.524527640922615,9.92148746558365
442,8.112078017609765,9.560105603632952,9.82295945038794
443,8.207387297355774,9.500501852373228,9.651797808229407
444,8.143014803986691,9.597388253176295,9.649697405850933
445,8.23811868819356,9.55824176945797,9.754084527077014
446,8.21936355595583,9.605561314176901,9.622066612387194
447,8.150440037491997,9.41271184108754,9.562010776350549
448,8.16814286345745,9.473278115182003,9.75470192437403
449,8.137279514204849,9.47415646419567,9.727660730559696
450,8.183512013970736,9.531623933629737,9.727821394837495
451,8.23081066005608,9.39598521721454,9.702521580052103
452,8.130176612674292,9.556042051366065,9.665880385435011
453,8.201076406592774,9.572212495830925,9.607681567250745
454,8.145774159692634,9.343706621858075,9.691427511051526
455,8.129058151864308,9.382461891685319,9.761939860247088
456,8.159766820521355,9.367247537353332,9.588799510444208
457,8.109774558719392,9.672510801383401,9.536527249813272
458,8.130274336278486,9.355057476128543,9.51660936166786
459,8.094484823111124,9.554532999348574,9.527260607894835
460,8.249038679175825,9.248781757539462,9.601938553293925
461,8.148991092618674,9.265109785853943,9.40364753452895
462,8.108668918917555,9.28400368610847,9.598997773247877
463,8.150783255064828,9.256647720540675,9.604386835366164
464,8.130898707275612,9.302946485094377,9.398004375429084
465,8.121899264144341,9.24734939148138,9.45246420542275
466,8.160090496720997,9.224759015668361,9.526096224758023
467,8.163693747164592,9.410985421204693,9.497146357418723
468,8.095731285679728,9.405945695700101,9.539080188053127
469,8.089905192990171,9.366911149075904,9.475090553517061
470,8.101385061801038,9.31278760828511,9.576426417725818
471,7.996484908842505,9.258063277873019,9.438409705085856
472,8.032266512285297,9.187486205240193,9.374318063940633
473,8.172816654089946,9.130276871031796,9.356745843634936
474,8.183169977833552,9.250302581767732,9.489526206452712
475,8.08492021685187,9.085061400514416,9.421936988268508
476,8.122652067996723,9.091468804919282,9.459158169894835
477,8.105840702041446,9.294607696532044,9.44642331370704
478,8.240677981776953,9.357859740843711,9.22472113416468
479,8.139170205649364,9.195629777414698,9.284065084087603
480,8.073254870024943,9.255482324617974,9.282615177576776
481,8.02833478700303,9.10882298762865,9.288008398579423
482,7.99225232148223,8.988250406327863,9.308732255953366
483,8.079212415894226,9.17188770380835,9.411402509515867
484,8.02768806070225,9.156298801512877,9.416505600233725
485,7.9908610427286195,9.095286542182553,9.286402706092572
486,8.026114979731881,9.052686308906244,9.278992814382203
487,8.000837884109735,9.162007269015549,9.231980084661426
488,8.135745790119392,8.956137267704088,9.284931301111634
489,8.091945883135757,8.966322666625588,9.283445252276225
490,8.04394221211098,8.931949784697993,9.321278479774216
491,8.114816761095092,9.03039073587969,9.310225680551856
492,8.041168439711676,8.90231414270469,9.051848285544377
493,7.990718043766629,8.93196990609678,9.213561956908762
494,8.106422445645872,8.919193567697906,9.326325697820407
495,8.053697489482564,8.953171219878943,9.17046857321366
496,7.971377181785987,8.820049041792213,9.28666868904453
497,8.010211813612013,8.967156461193898,9.161119817989276
498,7.972438847793066,9.072914344944591,9.189835000130623
499,7.943572540915172,8.951583138005633,9.075197031096312
500,8.055515925019225,9.082121559035446,9.068620988521422
501,8.101174152147204,9.051453507519785,9.205121586141704
502,7.932272965339658,8.986003572820179,9.208261244797162
503,8.026849580322436,8.9059904556476,9.130579041022807
504,7.962670514164423,8.891182380792763,9.021130402557148
505,7.967349646365586,8.955844652789885,9.11382618293928
506,7.958591240201697,8.830954958151192,9.202015101669822
507,7.94151816584224,8.672655394424927,9.23210821574724
508,7.9836522998155255,8.901024478092378,9.058716009524579
509,7.936188971996375,8.729767958698302,8.94277110795689
510,7.9877713229387215,8.73784853338419,9.134434601310467
511,7.968250323572228,8.825412855785988,9.03691341327001
512,7.955330316786915,8.807348577069785,9.126361459007157
513,7.918416767933172,8.667269678753907,9.065477303101163
514,7.931475357360625,8.816790854520463,8.96453759821763
515,7.994604198112637,8.888771061204315,9.03224521539953
516,7.978402948343572,8.671391867146808,9.124778807823446
517,7.901003517202736,8.903699350701515,9.000861555642118
518,7.951373822664792,8.612817462855274,8.922850132292636
519,7.980504228114426,8.973111428374038,8.871544623306356
520,7.855994008176028,8.712960722408823,8.930027876222287
521,7.963163417003457,8.761521776435139,8.9523206043822
522,7.89939708858842,8.550797801176,9.04422966072652
523,7.957592812248727,8.726998547322475,8.882629926830191
524,7.887436255541057,8.749443356691383,9.09043814692079
525,7.831893174283909,8.711535909604216,8.85317994314687
526,7.8372999539062835,8.657576926690963,9.14086106465789
527,7.917622849286125,8.613139296984908,9.086751519092333
528,7.924747981996429,8.814938720946733,8.95455078751547
529,7.863091008552936,8.699238402180406,8.806170777327614
530,7.93678317272157,8.844687526845272,8.928464078520719
531,7.818325982857222,8.63260320315966,8.897047019143088
532,7.894648157576807,8.636597171970132,8.82133366346328
533,7.833953223547624,8.756648751529086,8.942027240106409
534,7.858465837798257,8.507993354605679,8.84851368613187
535,7.889982909171252,8.544336155849614,8.853061452672367
536,7.841149361661578,8.771013950684866,8.889999734212333
537,7.861501028077173,8.539847469715413,8.85653387062699
538,7.927603941294513,8.471104667400567,9.06520515544248
539,7.84500692222512,8.836025863641199,8.852715974193927
540,7.912200054634935,8.506150120179333,8.927659508735456
541,7.810495757233098,8.660498745638959,8.901042890897257
542,7.8900386765413515,8.64574716463155,8.914830091951261
543,7.932195982245246,8.354725231206086,8.91834370658534
544,7.733106124802173,8.606203936229333,8.952130271760318
545,7.813416099803323,8.675123198294722,8.90074041653916
546,7.878688695019435,8.663258126913904,8.895418852352922
547,7.836258757900627,8.71592399503452,8.880307234988765
548,7.861545971016504,8.584767217628832,8.862957206646463
549,7.809368778904514,8.69291108259179,8.799688236421147
550,7.840478598398361,8.551071989916641,8.866563997959604
551,7.824948027076837,8.477502404800243,8.889736250748477
552,7.887705479934162,8.487520492267105,8.901809351503909
553,7.838623614350095,8.47002626371746,8.88346009107622
554,7.839370607098336,8.716339463851453,8.850001608843593
555,7.798486233120646,8.463266354992149,8.86387159935662
556,7.791291082425396,8.64166933268599,8.824145158428424
557,7.790636500358174,8.587413219142377,8.893692129258717
558,7.828581736054342,8.603678882280532,8.85133919567818
559,7.784406326295503,8.750439866149026,8.884066868827711
560,7.8165424159463495,8.570568398702813,8.950475378894945
561,7.902423536312267,8.676099119392662,8.814647393323444
562,7.838811254493457,8.619418104104467,8.92031168515348
563,7.7755570644691465,8.601376732955737,8.876606866481266
564,7.848523856905998,8.847685432626033,9.037212579582418
565,7.76466600898281,8.474856200477419,8.859972063057588
566,7.679771863978563,8.749396210944207,8.934839051195404
567,7.727883783714711,8.687805896771197,8.882593516362679
568,7.681360206304474,8.576083201209624,8.772628482864864
569,7.753937524973871,8.789024872358523,8.844552178687115
570,7.769049207833921,8.443524725928809,8.959344854173363
571,7.8485669362188215,8.578585647567413,8.857175327877231
572,7.777709912210183,8.512522917999668,8.717236347525121
573,7.74702868033937,8.677368875568632,8.895591144870384
574,7.796075838592786,8.5278223194456,8.814141825728237
575,7.640672335488442,8.685580307329918,8.915676474120666
576,7.7596350580568,8.626950538763765,9.033000232572046
577,7.7830245060218735,8.601152170327644,8.974415578028912
578,7.6671805363350325,8.691616752715317,9.039913065839757
579,7.794927838358368,8.629723302793108,8.876350217757068
580,7.751296928581808,8.551722218209742,8.914275252967661
581,7.7102413681141755,8.944887799041418,8.846795604333298
582,7.759280195468134,8.620360833728663,8.880411219285513
583,7.837812765316953,8.451803579619657,8.865927986766252
